LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
OECD,QGDP,TOT,PC_CHGPP,A,2000,4.134211459,
OECD,QGDP,TOT,PC_CHGPP,A,2001,1.351661763,
OECD,QGDP,TOT,PC_CHGPP,A,2002,1.622058388,
OECD,QGDP,TOT,PC_CHGPP,A,2003,2.089900122,
OECD,QGDP,TOT,PC_CHGPP,A,2004,3.353767471,
OECD,QGDP,TOT,PC_CHGPP,A,2005,2.883966206,
OECD,QGDP,TOT,PC_CHGPP,A,2006,3.136989981,
OECD,QGDP,TOT,PC_CHGPP,A,2007,2.731128977,
OECD,QGDP,TOT,PC_CHGPP,A,2008,0.448641772,
OECD,QGDP,TOT,PC_CHGPP,A,2009,-3.417594381,
OECD,QGDP,TOT,PC_CHGPP,A,2010,3.116304935,
OECD,QGDP,TOT,PC_CHGPP,A,2011,2.077203869,
OECD,QGDP,TOT,PC_CHGPP,A,2012,1.40223762,
OECD,QGDP,TOT,PC_CHGPP,A,2013,1.583128068,
OECD,QGDP,TOT,PC_CHGPP,A,2014,2.142907153,
OECD,QGDP,TOT,PC_CHGPP,A,2015,2.532318911,
OECD,QGDP,TOT,PC_CHGPP,A,2016,1.88579073,
OECD,QGDP,TOT,PC_CHGPP,A,2017,2.638162771,
OECD,QGDP,TOT,PC_CHGPP,A,2018,2.3868641,
OECD,QGDP,TOT,PC_CHGPP,A,2019,1.698495801,
OECD,QGDP,TOT,PC_CHGPP,A,2020,-4.349879941,
OECD,QGDP,TOT,PC_CHGPP,A,2021,5.690301717,
OECD,QGDP,TOT,PC_CHGPP,A,2022,2.9,
EST,QGDP,TOT,PC_CHGPP,A,2000,10.08763699,
EST,QGDP,TOT,PC_CHGPP,A,2001,6.00367406,
EST,QGDP,TOT,PC_CHGPP,A,2002,6.771366974,
EST,QGDP,TOT,PC_CHGPP,A,2003,7.600265729,
EST,QGDP,TOT,PC_CHGPP,A,2004,6.804003009,
EST,QGDP,TOT,PC_CHGPP,A,2005,9.526428986,
EST,QGDP,TOT,PC_CHGPP,A,2006,9.765582251,
EST,QGDP,TOT,PC_CHGPP,A,2007,7.579142637,
EST,QGDP,TOT,PC_CHGPP,A,2008,-5.131999487,
EST,QGDP,TOT,PC_CHGPP,A,2009,-14.62905966,
EST,QGDP,TOT,PC_CHGPP,A,2010,2.44426636,
EST,QGDP,TOT,PC_CHGPP,A,2011,7.263085848,
EST,QGDP,TOT,PC_CHGPP,A,2012,3.228202109,
EST,QGDP,TOT,PC_CHGPP,A,2013,1.458430169,
EST,QGDP,TOT,PC_CHGPP,A,2014,3.01136295,
EST,QGDP,TOT,PC_CHGPP,A,2015,1.853019077,
EST,QGDP,TOT,PC_CHGPP,A,2016,3.155566814,
EST,QGDP,TOT,PC_CHGPP,A,2017,5.792042325,
EST,QGDP,TOT,PC_CHGPP,A,2018,3.784204487,
EST,QGDP,TOT,PC_CHGPP,A,2019,3.73970535,
EST,QGDP,TOT,PC_CHGPP,A,2020,-0.551002495,
EST,QGDP,TOT,PC_CHGPP,A,2021,8.013466342,
EST,QGDP,TOT,PC_CHGPP,A,2022,-1.287411316,
ESP,QGDP,TOT,PC_CHGPP,A,2000,5.245823578,
ESP,QGDP,TOT,PC_CHGPP,A,2001,3.93312151,
ESP,QGDP,TOT,PC_CHGPP,A,2002,2.730838401,
ESP,QGDP,TOT,PC_CHGPP,A,2003,2.981939507,
ESP,QGDP,TOT,PC_CHGPP,A,2004,3.122840669,
ESP,QGDP,TOT,PC_CHGPP,A,2005,3.651983431,
ESP,QGDP,TOT,PC_CHGPP,A,2006,4.102884151,
ESP,QGDP,TOT,PC_CHGPP,A,2007,3.604641716,
ESP,QGDP,TOT,PC_CHGPP,A,2008,0.886976915,
ESP,QGDP,TOT,PC_CHGPP,A,2009,-3.763021066,
ESP,QGDP,TOT,PC_CHGPP,A,2010,0.162919518,
ESP,QGDP,TOT,PC_CHGPP,A,2011,-0.814384777,
ESP,QGDP,TOT,PC_CHGPP,A,2012,-2.958828691,
ESP,QGDP,TOT,PC_CHGPP,A,2013,-1.403436807,
ESP,QGDP,TOT,PC_CHGPP,A,2014,1.395775367,
ESP,QGDP,TOT,PC_CHGPP,A,2015,3.83842256,
ESP,QGDP,TOT,PC_CHGPP,A,2016,3.037869716,
ESP,QGDP,TOT,PC_CHGPP,A,2017,2.975670707,
ESP,QGDP,TOT,PC_CHGPP,A,2018,2.284558837,
ESP,QGDP,TOT,PC_CHGPP,A,2019,1.983880755,
ESP,QGDP,TOT,PC_CHGPP,A,2020,-11.3252802,P
ESP,QGDP,TOT,PC_CHGPP,A,2021,5.519495248,P
ESP,QGDP,TOT,PC_CHGPP,A,2022,5.47807177,P
DNK,QGDP,TOT,PC_CHGPP,A,2000,3.746862171,
DNK,QGDP,TOT,PC_CHGPP,A,2001,0.823155361,
DNK,QGDP,TOT,PC_CHGPP,A,2002,0.466344956,
DNK,QGDP,TOT,PC_CHGPP,A,2003,0.39005623,
DNK,QGDP,TOT,PC_CHGPP,A,2004,2.668217538,
DNK,QGDP,TOT,PC_CHGPP,A,2005,2.336641647,
DNK,QGDP,TOT,PC_CHGPP,A,2006,3.913003347,
DNK,QGDP,TOT,PC_CHGPP,A,2007,0.909247626,
DNK,QGDP,TOT,PC_CHGPP,A,2008,-0.512019927,
DNK,QGDP,TOT,PC_CHGPP,A,2009,-4.906546955,
DNK,QGDP,TOT,PC_CHGPP,A,2010,1.870987434,
DNK,QGDP,TOT,PC_CHGPP,A,2011,1.336780558,
DNK,QGDP,TOT,PC_CHGPP,A,2012,0.226512119,
DNK,QGDP,TOT,PC_CHGPP,A,2013,0.933338205,
DNK,QGDP,TOT,PC_CHGPP,A,2014,1.619396343,
DNK,QGDP,TOT,PC_CHGPP,A,2015,2.342587725,
DNK,QGDP,TOT,PC_CHGPP,A,2016,3.245949426,
DNK,QGDP,TOT,PC_CHGPP,A,2017,2.821749347,
DNK,QGDP,TOT,PC_CHGPP,A,2018,1.989532464,
DNK,QGDP,TOT,PC_CHGPP,A,2019,1.493486638,
DNK,QGDP,TOT,PC_CHGPP,A,2020,-1.994598117,
DNK,QGDP,TOT,PC_CHGPP,A,2021,4.855696527,
DNK,QGDP,TOT,PC_CHGPP,A,2022,3.625570598,
JPN,QGDP,TOT,PC_CHGPP,A,2000,2.764668845,
JPN,QGDP,TOT,PC_CHGPP,A,2001,0.386082626,
JPN,QGDP,TOT,PC_CHGPP,A,2002,0.041962499,
JPN,QGDP,TOT,PC_CHGPP,A,2003,1.535146131,
JPN,QGDP,TOT,PC_CHGPP,A,2004,2.18609493,
JPN,QGDP,TOT,PC_CHGPP,A,2005,1.803920758,
JPN,QGDP,TOT,PC_CHGPP,A,2006,1.372330327,
JPN,QGDP,TOT,PC_CHGPP,A,2007,1.483969412,
JPN,QGDP,TOT,PC_CHGPP,A,2008,-1.224289001,
JPN,QGDP,TOT,PC_CHGPP,A,2009,-5.693217137,
JPN,QGDP,TOT,PC_CHGPP,A,2010,4.097896702,
JPN,QGDP,TOT,PC_CHGPP,A,2011,0.023809524,
JPN,QGDP,TOT,PC_CHGPP,A,2012,1.374750999,
JPN,QGDP,TOT,PC_CHGPP,A,2013,2.005100177,
JPN,QGDP,TOT,PC_CHGPP,A,2014,0.296186584,
JPN,QGDP,TOT,PC_CHGPP,A,2015,1.560645866,
JPN,QGDP,TOT,PC_CHGPP,A,2016,0.75384533,
JPN,QGDP,TOT,PC_CHGPP,A,2017,1.675312997,
JPN,QGDP,TOT,PC_CHGPP,A,2018,0.643409165,
JPN,QGDP,TOT,PC_CHGPP,A,2019,-0.402169128,
JPN,QGDP,TOT,PC_CHGPP,A,2020,-4.27863911,
JPN,QGDP,TOT,PC_CHGPP,A,2021,2.144567584,
JPN,QGDP,TOT,PC_CHGPP,A,2022,1.028622623,
NOR,QGDP,TOT,PC_CHGPP,A,2000,3.318917345,
NOR,QGDP,TOT,PC_CHGPP,A,2001,2.06716977,
NOR,QGDP,TOT,PC_CHGPP,A,2002,1.377540329,
NOR,QGDP,TOT,PC_CHGPP,A,2003,0.944896383,
NOR,QGDP,TOT,PC_CHGPP,A,2004,4.014633022,
NOR,QGDP,TOT,PC_CHGPP,A,2005,2.685101506,
NOR,QGDP,TOT,PC_CHGPP,A,2006,2.46148106,
NOR,QGDP,TOT,PC_CHGPP,A,2007,2.9140316,
NOR,QGDP,TOT,PC_CHGPP,A,2008,0.481886575,
NOR,QGDP,TOT,PC_CHGPP,A,2009,-1.940327065,
NOR,QGDP,TOT,PC_CHGPP,A,2010,0.787016041,
NOR,QGDP,TOT,PC_CHGPP,A,2011,1.105682602,
NOR,QGDP,TOT,PC_CHGPP,A,2012,2.717966407,
NOR,QGDP,TOT,PC_CHGPP,A,2013,1.016167144,
NOR,QGDP,TOT,PC_CHGPP,A,2014,2.048171443,
NOR,QGDP,TOT,PC_CHGPP,A,2015,1.857298079,
NOR,QGDP,TOT,PC_CHGPP,A,2016,1.164760816,
NOR,QGDP,TOT,PC_CHGPP,A,2017,2.463714528,
NOR,QGDP,TOT,PC_CHGPP,A,2018,0.828922793,
NOR,QGDP,TOT,PC_CHGPP,A,2019,1.123743917,
NOR,QGDP,TOT,PC_CHGPP,A,2020,-1.278151445,
NOR,QGDP,TOT,PC_CHGPP,A,2021,3.898369962,
NOR,QGDP,TOT,PC_CHGPP,A,2022,3.280587902,
BEL,QGDP,TOT,PC_CHGPP,A,2000,3.71677963,
BEL,QGDP,TOT,PC_CHGPP,A,2001,1.099771248,
BEL,QGDP,TOT,PC_CHGPP,A,2002,1.706883048,
BEL,QGDP,TOT,PC_CHGPP,A,2003,1.03798163,
BEL,QGDP,TOT,PC_CHGPP,A,2004,3.571084408,
BEL,QGDP,TOT,PC_CHGPP,A,2005,2.322132437,
BEL,QGDP,TOT,PC_CHGPP,A,2006,2.551596815,
BEL,QGDP,TOT,PC_CHGPP,A,2007,3.677083053,
BEL,QGDP,TOT,PC_CHGPP,A,2008,0.447318293,
BEL,QGDP,TOT,PC_CHGPP,A,2009,-2.020996901,
BEL,QGDP,TOT,PC_CHGPP,A,2010,2.864531215,
BEL,QGDP,TOT,PC_CHGPP,A,2011,1.694459662,
BEL,QGDP,TOT,PC_CHGPP,A,2012,0.739090486,
BEL,QGDP,TOT,PC_CHGPP,A,2013,0.45929217,
BEL,QGDP,TOT,PC_CHGPP,A,2014,1.578532358,
BEL,QGDP,TOT,PC_CHGPP,A,2015,2.041311082,
BEL,QGDP,TOT,PC_CHGPP,A,2016,1.266855611,
BEL,QGDP,TOT,PC_CHGPP,A,2017,1.619508034,
BEL,QGDP,TOT,PC_CHGPP,A,2018,1.792851912,
BEL,QGDP,TOT,PC_CHGPP,A,2019,2.241226844,
BEL,QGDP,TOT,PC_CHGPP,A,2020,-5.361596289,P
BEL,QGDP,TOT,PC_CHGPP,A,2021,6.133910412,P
BEL,QGDP,TOT,PC_CHGPP,A,2022,3.09103564,P
HUN,QGDP,TOT,PC_CHGPP,A,2000,4.479198817,
HUN,QGDP,TOT,PC_CHGPP,A,2001,4.074087873,
HUN,QGDP,TOT,PC_CHGPP,A,2002,4.741282612,
HUN,QGDP,TOT,PC_CHGPP,A,2003,4.074249746,
HUN,QGDP,TOT,PC_CHGPP,A,2004,5.004620692,
HUN,QGDP,TOT,PC_CHGPP,A,2005,4.29427761,
HUN,QGDP,TOT,PC_CHGPP,A,2006,3.946070027,
HUN,QGDP,TOT,PC_CHGPP,A,2007,0.277366709,
HUN,QGDP,TOT,PC_CHGPP,A,2008,1.003943059,
HUN,QGDP,TOT,PC_CHGPP,A,2009,-6.597864427,
HUN,QGDP,TOT,PC_CHGPP,A,2010,1.076254043,
HUN,QGDP,TOT,PC_CHGPP,A,2011,1.866840641,
HUN,QGDP,TOT,PC_CHGPP,A,2012,-1.250229093,
HUN,QGDP,TOT,PC_CHGPP,A,2013,1.802522101,
HUN,QGDP,TOT,PC_CHGPP,A,2014,4.232212898,
HUN,QGDP,TOT,PC_CHGPP,A,2015,3.707309937,
HUN,QGDP,TOT,PC_CHGPP,A,2016,2.201004816,
HUN,QGDP,TOT,PC_CHGPP,A,2017,4.271976016,
HUN,QGDP,TOT,PC_CHGPP,A,2018,5.362329576,
HUN,QGDP,TOT,PC_CHGPP,A,2019,4.857795031,
HUN,QGDP,TOT,PC_CHGPP,A,2020,-4.547263823,
HUN,QGDP,TOT,PC_CHGPP,A,2021,7.117315315,P
HUN,QGDP,TOT,PC_CHGPP,A,2022,4.573483611,P
KOR,QGDP,TOT,PC_CHGPP,A,2000,9.060846,
KOR,QGDP,TOT,PC_CHGPP,A,2001,4.8524,
KOR,QGDP,TOT,PC_CHGPP,A,2002,7.725143,
KOR,QGDP,TOT,PC_CHGPP,A,2003,3.147291,
KOR,QGDP,TOT,PC_CHGPP,A,2004,5.197391,
KOR,QGDP,TOT,PC_CHGPP,A,2005,4.308534,
KOR,QGDP,TOT,PC_CHGPP,A,2006,5.264336,
KOR,QGDP,TOT,PC_CHGPP,A,2007,5.799548,
KOR,QGDP,TOT,PC_CHGPP,A,2008,3.012985,
KOR,QGDP,TOT,PC_CHGPP,A,2009,0.792699,
KOR,QGDP,TOT,PC_CHGPP,A,2010,6.804825,
KOR,QGDP,TOT,PC_CHGPP,A,2011,3.685668,
KOR,QGDP,TOT,PC_CHGPP,A,2012,2.402531,
KOR,QGDP,TOT,PC_CHGPP,A,2013,3.164709,
KOR,QGDP,TOT,PC_CHGPP,A,2014,3.202454,
KOR,QGDP,TOT,PC_CHGPP,A,2015,2.809103,
KOR,QGDP,TOT,PC_CHGPP,A,2016,2.946881715,
KOR,QGDP,TOT,PC_CHGPP,A,2017,3.15963574,
KOR,QGDP,TOT,PC_CHGPP,A,2018,2.907403774,
KOR,QGDP,TOT,PC_CHGPP,A,2019,2.24397786,
KOR,QGDP,TOT,PC_CHGPP,A,2020,-0.709409962,
KOR,QGDP,TOT,PC_CHGPP,A,2021,4.145312857,P
KOR,QGDP,TOT,PC_CHGPP,A,2022,2.560537566,
AUT,QGDP,TOT,PC_CHGPP,A,2000,3.3757198,
AUT,QGDP,TOT,PC_CHGPP,A,2001,1.267167948,
AUT,QGDP,TOT,PC_CHGPP,A,2002,1.651552793,
AUT,QGDP,TOT,PC_CHGPP,A,2003,0.941475669,
AUT,QGDP,TOT,PC_CHGPP,A,2004,2.73511664,
AUT,QGDP,TOT,PC_CHGPP,A,2005,2.244065586,
AUT,QGDP,TOT,PC_CHGPP,A,2006,3.454035839,
AUT,QGDP,TOT,PC_CHGPP,A,2007,3.727416073,
AUT,QGDP,TOT,PC_CHGPP,A,2008,1.46042314,
AUT,QGDP,TOT,PC_CHGPP,A,2009,-3.764579527,
AUT,QGDP,TOT,PC_CHGPP,A,2010,1.837094256,
AUT,QGDP,TOT,PC_CHGPP,A,2011,2.922799103,
AUT,QGDP,TOT,PC_CHGPP,A,2012,0.680444378,
AUT,QGDP,TOT,PC_CHGPP,A,2013,0.025505515,
AUT,QGDP,TOT,PC_CHGPP,A,2014,0.661276219,
AUT,QGDP,TOT,PC_CHGPP,A,2015,1.014502605,
AUT,QGDP,TOT,PC_CHGPP,A,2016,1.989436677,
AUT,QGDP,TOT,PC_CHGPP,A,2017,2.258570451,
AUT,QGDP,TOT,PC_CHGPP,A,2018,2.42538899,
AUT,QGDP,TOT,PC_CHGPP,A,2019,1.517386132,
AUT,QGDP,TOT,PC_CHGPP,A,2020,-6.4539695,
AUT,QGDP,TOT,PC_CHGPP,A,2021,4.556852833,
AUT,QGDP,TOT,PC_CHGPP,A,2022,4.9969421,
IDN,QGDP,TOT,PC_CHGPP,A,2000,4.920041,E
IDN,QGDP,TOT,PC_CHGPP,A,2001,3.643466,E
IDN,QGDP,TOT,PC_CHGPP,A,2002,4.499475,E
IDN,QGDP,TOT,PC_CHGPP,A,2003,4.780369,E
IDN,QGDP,TOT,PC_CHGPP,A,2004,5.030874,E
IDN,QGDP,TOT,PC_CHGPP,A,2005,5.692571,E
IDN,QGDP,TOT,PC_CHGPP,A,2006,5.500952,E
IDN,QGDP,TOT,PC_CHGPP,A,2007,6.345022,E
IDN,QGDP,TOT,PC_CHGPP,A,2008,6.013703,
IDN,QGDP,TOT,PC_CHGPP,A,2009,4.701769,
IDN,QGDP,TOT,PC_CHGPP,A,2010,6.377626,
IDN,QGDP,TOT,PC_CHGPP,A,2011,6.169784,
IDN,QGDP,TOT,PC_CHGPP,A,2012,6.030051,
IDN,QGDP,TOT,PC_CHGPP,A,2013,5.557264,
IDN,QGDP,TOT,PC_CHGPP,A,2014,5.006668,
IDN,QGDP,TOT,PC_CHGPP,A,2015,4.876322,
IDN,QGDP,TOT,PC_CHGPP,A,2016,5.033069,
IDN,QGDP,TOT,PC_CHGPP,A,2017,5.069786,
IDN,QGDP,TOT,PC_CHGPP,A,2018,5.17429154,
IDN,QGDP,TOT,PC_CHGPP,A,2019,5.01928768,
IDN,QGDP,TOT,PC_CHGPP,A,2020,-2.065511829,
IDN,QGDP,TOT,PC_CHGPP,A,2021,3.703055357,
IDN,QGDP,TOT,PC_CHGPP,A,2022,5.308595005,
SVK,QGDP,TOT,PC_CHGPP,A,2000,1.166526518,
SVK,QGDP,TOT,PC_CHGPP,A,2001,3.253783981,
SVK,QGDP,TOT,PC_CHGPP,A,2002,4.509444138,
SVK,QGDP,TOT,PC_CHGPP,A,2003,5.499083077,
SVK,QGDP,TOT,PC_CHGPP,A,2004,5.278880718,
SVK,QGDP,TOT,PC_CHGPP,A,2005,6.623461259,
SVK,QGDP,TOT,PC_CHGPP,A,2006,8.493176745,
SVK,QGDP,TOT,PC_CHGPP,A,2007,10.83202881,
SVK,QGDP,TOT,PC_CHGPP,A,2008,5.574886345,
SVK,QGDP,TOT,PC_CHGPP,A,2009,-5.455532867,
SVK,QGDP,TOT,PC_CHGPP,A,2010,6.71663275,
SVK,QGDP,TOT,PC_CHGPP,A,2011,2.671452779,
SVK,QGDP,TOT,PC_CHGPP,A,2012,1.318802246,
SVK,QGDP,TOT,PC_CHGPP,A,2013,0.632740007,
SVK,QGDP,TOT,PC_CHGPP,A,2014,2.697189807,
SVK,QGDP,TOT,PC_CHGPP,A,2015,5.167181606,
SVK,QGDP,TOT,PC_CHGPP,A,2016,1.943950861,
SVK,QGDP,TOT,PC_CHGPP,A,2017,2.938068678,
SVK,QGDP,TOT,PC_CHGPP,A,2018,4.030389714,
SVK,QGDP,TOT,PC_CHGPP,A,2019,2.519693137,
SVK,QGDP,TOT,PC_CHGPP,A,2020,-3.374681766,
SVK,QGDP,TOT,PC_CHGPP,A,2021,3.014302861,
SVK,QGDP,TOT,PC_CHGPP,A,2022,1.668703402,
FIN,QGDP,TOT,PC_CHGPP,A,2000,5.773293357,
FIN,QGDP,TOT,PC_CHGPP,A,2001,2.609423799,
FIN,QGDP,TOT,PC_CHGPP,A,2002,1.707139549,
FIN,QGDP,TOT,PC_CHGPP,A,2003,2.003773339,
FIN,QGDP,TOT,PC_CHGPP,A,2004,3.992070072,
FIN,QGDP,TOT,PC_CHGPP,A,2005,2.779836348,
FIN,QGDP,TOT,PC_CHGPP,A,2006,4.027389631,
FIN,QGDP,TOT,PC_CHGPP,A,2007,5.299311176,
FIN,QGDP,TOT,PC_CHGPP,A,2008,0.783991502,
FIN,QGDP,TOT,PC_CHGPP,A,2009,-8.074411063,
FIN,QGDP,TOT,PC_CHGPP,A,2010,3.185943043,
FIN,QGDP,TOT,PC_CHGPP,A,2011,2.547177875,
FIN,QGDP,TOT,PC_CHGPP,A,2012,-1.397082658,
FIN,QGDP,TOT,PC_CHGPP,A,2013,-0.902161713,
FIN,QGDP,TOT,PC_CHGPP,A,2014,-0.364908157,
FIN,QGDP,TOT,PC_CHGPP,A,2015,0.543659212,
FIN,QGDP,TOT,PC_CHGPP,A,2016,2.811457767,
FIN,QGDP,TOT,PC_CHGPP,A,2017,3.19240963,
FIN,QGDP,TOT,PC_CHGPP,A,2018,1.139718013,
FIN,QGDP,TOT,PC_CHGPP,A,2019,1.224308048,
FIN,QGDP,TOT,PC_CHGPP,A,2020,-2.354975414,
FIN,QGDP,TOT,PC_CHGPP,A,2021,3.046495861,
FIN,QGDP,TOT,PC_CHGPP,A,2022,2.036169715,
TUR,QGDP,TOT,PC_CHGPP,A,2000,6.933239833,
TUR,QGDP,TOT,PC_CHGPP,A,2001,-5.750006476,
TUR,QGDP,TOT,PC_CHGPP,A,2002,6.447721915,
TUR,QGDP,TOT,PC_CHGPP,A,2003,5.763206248,
TUR,QGDP,TOT,PC_CHGPP,A,2004,9.795936407,
TUR,QGDP,TOT,PC_CHGPP,A,2005,8.992305021,
TUR,QGDP,TOT,PC_CHGPP,A,2006,6.947987774,
TUR,QGDP,TOT,PC_CHGPP,A,2007,5.043508088,
TUR,QGDP,TOT,PC_CHGPP,A,2008,0.815024592,
TUR,QGDP,TOT,PC_CHGPP,A,2009,-4.823154055,
TUR,QGDP,TOT,PC_CHGPP,A,2010,8.427104437,
TUR,QGDP,TOT,PC_CHGPP,A,2011,11.20011056,
TUR,QGDP,TOT,PC_CHGPP,A,2012,4.788492652,
TUR,QGDP,TOT,PC_CHGPP,A,2013,8.485817023,
TUR,QGDP,TOT,PC_CHGPP,A,2014,4.939715133,
TUR,QGDP,TOT,PC_CHGPP,A,2015,6.084487003,
TUR,QGDP,TOT,PC_CHGPP,A,2016,3.323084167,
TUR,QGDP,TOT,PC_CHGPP,A,2017,7.501997437,
TUR,QGDP,TOT,PC_CHGPP,A,2018,2.979885265,
TUR,QGDP,TOT,PC_CHGPP,A,2019,0.78361025,
TUR,QGDP,TOT,PC_CHGPP,A,2020,1.940032222,
TUR,QGDP,TOT,PC_CHGPP,A,2021,11.3534964,
TUR,QGDP,TOT,PC_CHGPP,A,2022,5.565860041,
GRC,QGDP,TOT,PC_CHGPP,A,2000,3.919770754,
GRC,QGDP,TOT,PC_CHGPP,A,2001,4.131612053,
GRC,QGDP,TOT,PC_CHGPP,A,2002,3.922871841,
GRC,QGDP,TOT,PC_CHGPP,A,2003,5.79453126,
GRC,QGDP,TOT,PC_CHGPP,A,2004,5.060992579,
GRC,QGDP,TOT,PC_CHGPP,A,2005,0.599224801,
GRC,QGDP,TOT,PC_CHGPP,A,2006,5.652433691,
GRC,QGDP,TOT,PC_CHGPP,A,2007,3.27374689,
GRC,QGDP,TOT,PC_CHGPP,A,2008,-0.335172588,
GRC,QGDP,TOT,PC_CHGPP,A,2009,-4.300733648,
GRC,QGDP,TOT,PC_CHGPP,A,2010,-5.478649135,B
GRC,QGDP,TOT,PC_CHGPP,A,2011,-10.14931455,
GRC,QGDP,TOT,PC_CHGPP,A,2012,-7.08669691,
GRC,QGDP,TOT,PC_CHGPP,A,2013,-2.515997047,
GRC,QGDP,TOT,PC_CHGPP,A,2014,0.475695568,
GRC,QGDP,TOT,PC_CHGPP,A,2015,-0.196087496,
GRC,QGDP,TOT,PC_CHGPP,A,2016,-0.487173037,
GRC,QGDP,TOT,PC_CHGPP,A,2017,1.092148951,
GRC,QGDP,TOT,PC_CHGPP,A,2018,1.668428358,
GRC,QGDP,TOT,PC_CHGPP,A,2019,1.884342284,
GRC,QGDP,TOT,PC_CHGPP,A,2020,-9.004043787,P
GRC,QGDP,TOT,PC_CHGPP,A,2021,8.434425502,P
GRC,QGDP,TOT,PC_CHGPP,A,2022,5.913708381,P
NZL,QGDP,TOT,PC_CHGPP,A,2000,4.215975317,
NZL,QGDP,TOT,PC_CHGPP,A,2001,2.511200732,
NZL,QGDP,TOT,PC_CHGPP,A,2002,4.720952919,
NZL,QGDP,TOT,PC_CHGPP,A,2003,4.412521756,
NZL,QGDP,TOT,PC_CHGPP,A,2004,4.849388397,
NZL,QGDP,TOT,PC_CHGPP,A,2005,3.218872107,
NZL,QGDP,TOT,PC_CHGPP,A,2006,2.822370705,
NZL,QGDP,TOT,PC_CHGPP,A,2007,3.520792455,
NZL,QGDP,TOT,PC_CHGPP,A,2008,-0.316412161,
NZL,QGDP,TOT,PC_CHGPP,A,2009,-1.158749144,
NZL,QGDP,TOT,PC_CHGPP,A,2010,1.699806076,
NZL,QGDP,TOT,PC_CHGPP,A,2011,1.793940873,
NZL,QGDP,TOT,PC_CHGPP,A,2012,2.478145762,
NZL,QGDP,TOT,PC_CHGPP,A,2013,2.342177226,
NZL,QGDP,TOT,PC_CHGPP,A,2014,3.800796357,
NZL,QGDP,TOT,PC_CHGPP,A,2015,3.657954629,
NZL,QGDP,TOT,PC_CHGPP,A,2016,3.968429626,
NZL,QGDP,TOT,PC_CHGPP,A,2017,3.4695346,
NZL,QGDP,TOT,PC_CHGPP,A,2018,3.55811408,
NZL,QGDP,TOT,PC_CHGPP,A,2019,3.068315923,
NZL,QGDP,TOT,PC_CHGPP,A,2020,-1.448392581,
NZL,QGDP,TOT,PC_CHGPP,A,2021,6.053576598,
ARG,QGDP,TOT,PC_CHGPP,A,2000,-0.788999,
ARG,QGDP,TOT,PC_CHGPP,A,2001,-4.40884,
ARG,QGDP,TOT,PC_CHGPP,A,2002,-10.894485,
ARG,QGDP,TOT,PC_CHGPP,A,2003,8.837041,
ARG,QGDP,TOT,PC_CHGPP,A,2004,9.029573,
